1108939,3647358,-29.676934869873108
1108939,3899060,-30.082482943730252
1108939,7919347,-30.10014063103899
1108939,699259,-30.138295848961416
1108939,8661642,-30.21748105417417
1108939,4390191,-30.270333369198163
1108939,242056,-30.282074905448223
1108939,2068541,-30.351040111994493
1108939,3150726,-30.351095441620743
1108939,631424,-30.35153804189817
1108939,6707713,-30.387546078317683
1108939,8596285,-30.399664281162174
1108939,5807716,-30.43791316045384
1108939,6681205,-30.46483906660079
1108939,3130232,-30.504886460635383
1108939,4049530,-30.50543976710418
1108939,6564869,-30.533665969105456
1108939,4172981,-30.623361113434022
1108939,3745976,-30.623361113434022
1108939,6179026,-30.638362516999898
1108939,1842680,-30.638473188499233
1108939,2011059,-30.638528522717912
1108939,2251472,-30.638694519250475
1108939,1851519,-30.756173220913873
1108939,1889170,-30.756256224155614
1108939,8596284,-30.75644988945593
1108939,753531,-30.75675419538509
1108939,8172843,-30.773859690482546
1108939,3865302,-30.77444072925256
1108939,610121,-30.774468394958607
1108939,7844766,-30.774745037987863
1108939,7844765,-30.774772700887766
1108939,3009955,-30.77485568805703
1108939,2115313,-30.774883349936655
1108939,917895,-30.774883349936655
1108939,6204916,-30.792817533626806
1108939,8256786,-30.79342611462088
1108939,6969425,-30.88959393897693
1108939,371765,-30.889649276768033
1108939,2875828,-30.89014727095924
1108939,4772094,-30.890230261954724
1108939,7777453,-30.91024089520281
1108939,157178,-30.910351568743547
1108939,5836378,-30.910711229556167
1108939,8596286,-30.910987862381614
1108939,1406041,-30.97469640850536
1108939,6164673,-30.974945425120445
1108939,5748454,-30.9750560925372
1108939,6758075,-30.975056092537205
1108939,414222,-30.975083758753524
1108939,3647366,-30.97511142471471
1108939,6290174,-30.97511142471471
1108939,4421943,-30.97513909042076
1108939,2556061,-30.975305079299545
1108939,2556062,-30.97552638351918
1108939,4016944,-31.043689279992307
1108939,3899055,-31.043744618804187
1108939,1597334,-31.043744618804187
1108939,3529237,-31.04377228782733
1108939,3904622,-31.043938296607397
1108939,8550205,-31.043965963844315
1108939,3899061,-31.044021297552685
1108939,3168054,-31.04410429620166
1108939,5668417,-31.044353278371915
1108939,5101048,-31.04440860493696
1108939,6521246,-31.09228575028102
1108939,8596282,-31.09228575028102
1108939,834481,-31.092728460776826
1108939,3184954,-31.092866794409908
1108939,3124564,-31.09289446037109
1108939,3184955,-31.092949791528067
1108939,3607301,-31.09300512166455
1108939,6969422,-31.19792296765459
1108939,6170678,-31.197950636422547
1108939,5553584,-31.197950636422547
1108939,6726181,-31.19797830493532
1108939,6707716,-31.19797830493532
1108939,6170677,-31.19800597319291
1108939,1690948,-31.19800597319291
1108939,4847697,-31.198033641195327
1108939,8804355,-31.198116643671572
1108939,7201778,-31.198393302007943
1108939,631428,-31.198393302007947
1108939,25753,-31.225374367069225
1108939,2834911,-31.22554041566616
1108939,8725053,-31.22559576315615
1108939,6263838,-31.22570645507289
1108939,1353001,-31.225900156100032
1108939,6164667,-31.225955496953574
1108939,5438508,-31.225983166997526
1108939,8330715,-31.226010836786262
1108939,8596289,-31.226010836786262
1108939,6164666,-31.22606617559814
1108939,7919417,-31.22606617559814
1108939,110950,-31.22609384462129
1108939,6783945,-31.22609384462129
1108939,2067951,-31.226121513389245
1108939,7405170,-31.226149181902016
1108939,6179155,-31.226149181902016
1108939,4475223,-31.22620451816202
1112389,7651152,-41.000604579601244
1112389,7120135,-41.09714121558375
1112389,452841,-41.40474156846162
1112389,452836,-41.40474156846162
1112389,452837,-41.40474156846162
1112389,452838,-41.40474156846162
1112389,452842,-41.40474156846162
1112389,8138765,-41.545909032009554
1112389,6064417,-41.69305086328807
1112389,5892677,-41.769126385423434
1112389,4931198,-41.87481899367994
1112389,4790816,-41.87500347765523
1112389,2472193,-41.87504037342928
1112389,2086171,-41.87507726886301
1112389,4284834,-41.98121251002602
1112389,7817890,-41.99293409436591
1112389,6064420,-42.05762019111294
1112389,6064418,-42.05762019111294
1112389,6064419,-42.05762019111294
1112389,8138768,-42.09751974873532
1112389,6780773,-42.09781495168748
1112389,6064416,-42.09910620850662
1112389,7651158,-42.09925375417663
1112389,4284840,-42.216262114341234
1112389,1394174,-42.21670480442174
1112389,6199112,-42.21733186484675
1112389,3570708,-42.23215804011335
1112389,2107820,-42.23230560347338
1112389,4337245,-42.28024720397198
1112389,4076,-42.280616166817694
1112389,8097877,-42.280985095633135
1112389,1449007,-42.349535248458125
1112389,4337251,-42.3851649192862
1112389,4337253,-42.386050470960825
1112389,1116794,-42.444831887193
1112389,3394196,-42.4621997638837
1112389,6780774,-42.46227356598338
1112389,4790809,-42.46242116609778
1112389,3394193,-42.48262387341531
1112389,3394197,-42.48269767143014
1112389,1394173,-42.48358314142462
1112389,4355897,-42.48369381139295
1112389,5892681,-42.50316936124164
1112389,8138763,-42.50324316061804
1112389,7119576,-42.50331695863287
1112389,8060371,-42.50357524096323
1112389,4855805,-42.503722823378794
1112389,7198431,-42.63688524975424
1112389,2086170,-42.68556471741199
1112389,6832274,-42.79074073207579
1112389,1357130,-42.79092523306982
1112389,4284833,-42.79110972555409
1112389,1447482,-42.79177382804877
1112389,1015764,-42.79184761040925
1112389,4284831,-42.7919213914088
