1108939,1957452,0.48314069865017284
1108939,5291621,0.4473033785195567
1108939,7651010,0.4342406628900577
1108939,7724054,0.405328708146027
1108939,6273537,0.3967323293008547
1108939,5696659,0.3842775392448383
1108939,2453260,0.3823304617969333
1108939,2846462,0.3821898038964719
1108939,4631244,0.3758928635119497
1108939,5654411,0.37284510441512714
1108939,6871640,0.3724989465842757
1108939,2152036,0.3637022166796421
1108939,2194177,0.3568642510460656
1108939,1448805,0.35506538795272574
1108939,6612385,0.354266777352075
1108939,4799672,0.35327150321945516
1108939,1667520,0.3532147636239156
1108939,6669588,0.35014147079023034
1108939,5970931,0.34788634494923343
1108939,5163856,0.345844607040951
1108939,8269661,0.33837425998673637
1108939,5696660,0.33810105277436336
1108939,3506104,0.33628960670338887
1108939,1835131,0.33606392967566834
1108939,119359,0.3338437099729842
1108939,6238857,0.3317808559304552
1108939,7880690,0.3315214144099177
1108939,2764268,0.3298825009917137
1108939,6388082,0.3296171938218713
1108939,2441913,0.3265497151245691
1108939,3130232,0.32635529939654806
1108939,7423808,0.3261036701224777
1108939,6788178,0.32267599119496554
1108939,2068541,0.3219216955142854
1108939,841371,0.32168133498513235
1108939,226281,0.3210636270772956
1108939,25753,0.31977362289982214
1108939,1231448,0.31891447116853616
1108939,4390191,0.31877111324078533
1108939,3283059,0.3182363771061989
1108939,4228762,0.31772980103684917
1108939,7575369,0.3170663707494034
1108939,5696656,0.31589991196506995
1108939,4104109,0.3155579736147705
1108939,8177653,0.31332628079195735
1108939,2464262,0.31293145494698976
1108939,6434632,0.3129128352072842
1108939,1224789,0.3124863032913845
1108939,6552456,0.3117087306648656
1108939,362422,0.3098416065077897
1108939,832229,0.3098416065077897
1108939,7000936,0.3092892371038716
1108939,7152561,0.308999733788698
1108939,5614793,0.30899255451699054
1108939,269909,0.30819965997758875
1108939,3004816,0.3073391218188192
1108939,4537644,0.30668435508747405
1108939,7865321,0.30662597033567585
1108939,6270008,0.30657977601715436
1108939,1742847,0.30651741528751203
1108939,652415,0.30367707378963665
1108939,7628746,0.3028085591001884
1108939,7564444,0.3015676983460346
1108939,3797213,0.300046364014076
1108939,5654409,0.2998266018100986
1108939,8596285,0.2983958493513445
1108939,6679352,0.2983757930830774
1108939,5553585,0.29797927253753725
1108939,1622855,0.29794096722902125
1108939,7911117,0.296943557582942
1108939,6327128,0.2968299134005555
1108939,2387200,0.29600469690061376
1108939,1464269,0.2955881813737017
1108939,7340851,0.2954988440080159
1108939,4404545,0.2953489297560752
1108939,3445023,0.29472540689808246
1108939,7889053,0.2941553228676475
1108939,8629183,0.29156082170590353
1108939,6088457,0.2915570087233772
